Department,Degree,Major and Degree,Fiscal Year,Count of Sheet1
MUSC,MM,Music Performance (MM),2022,11
MUSC,MM,Individualized Specialization (MM),2022,13
MUSC,MM,Music Performance (MM),2021,11
MUSC,MM,Individualized Specialization (MM),2021,12
MUSC,MM,Music Performance (MM),2020,7
MUSC,MM,Music Education (MM),2020,4
MUSC,MM,Individualized Specialization (MM),2020,18
MUSC,MM,Music Performance (MM),2019,10
MUSC,MM,Music Education (MM),2019,5
MUSC,MM,Individualized Specialization (MM),2019,13
MUSC,MM,Music Performance (MM),2018,12
MUSC,MM,Music Education (MM),2018,3
MUSC,MM,Individualized Specialization (MM),2018,9
MUSC,MM,Music Performance (MULTMM),2017,1
MUSC,MM,Music Performance (MM),2017,10
MUSC,MM,Music Education (MM),2017,1
MUSC,MM,Individualized Specialization (MM),2017,20
MUSC,MM,Music Performance (MM),2016,25
MUSC,MM,Music Education (MM),2016,4
MUSC,MM,Individualized Specialization (MM),2016,15
MUSC,MM,Music Performance (MM),2015,10
MUSC,MM,Music Education (MM),2015,5
MUSC,MM,Individualized Specialization (MM),2015,10
MUSC,MULTBA,Music (MULTBA),2015,1
MUSC,MULTBM,Music - Education (MULTBM),2016,1
MUSC,MULTBM,Music - Performance (MULTBM),2015,1
MUSC,MULTBM,Music - Education (MULTBM),2015,1
MUSC,MULTMM,Music Performance (MULTMM),2024,1
MUSC,PC,Performers Certificate (PC),2025,6
MUSC,PC,Performers Certificate (PC),2024,3
MUSC,PC,Performers Certificate (PC),2023,9
MUSC,PC,Performers Certificate (PC),2022,11
MUSC,PC,Performers Certificate (PC),2021,7
MUSC,PC,Performers Certificate (PC),2020,5
MUSC,PC,Performers Certificate (PC),2019,8
MUSC,PC,Performers Certificate (PC),2018,5
MUSC,PC,Performers Certificate (PC),2017,6
MUSC,PC,Performers Certificate (PC),2016,5
MUSC,PC,Performers Certificate (PC),2015,4
NGOLD,BA,Nonprofit and NGO Studies (BA),2025,5
NGOLD,BA,Nonprofit and NGO Studies (BA),2024,3
NGOLD,BA,Nonprofit and NGO Studies (BA),2023,12
NGOLD,BA,Nonprofit and NGO Studies (BA),2022,6
NGOLD,BA,Nonprofit and NGO Studies (BA),2021,11
NGOLD,BA,Nonprofit and NGO Studies (BA),2020,14
NGOLD,BA,Nonprofit and NGO Studies (BA),2019,21
NGOLD,BA,Nonprofit and NGO Studies (BA),2018,25
NGOLD,BA,Nonprofit and NGO Studies (BA),2017,22
NGOLD,BS,Nonprofit and NGO Studies (MULTBS),2024,1
NGOLD,BS,Nonprofit and NGO Studies (BS),2024,3
NGOLD,BS,Nonprofit and NGO Studies (BS),2023,4
NGOLD,BS,Nonprofit and NGO Studies (BS),2022,5
NGOLD,BS,Nonprofit and NGO Studies (BS),2021,4
NGOLD,BS,Nonprofit and NGO Studies (BS),2020,8
NGOLD,BS,Nonprofit and NGO Studies (BS),2019,6
NGOLD,BS,Nonprofit and NGO Studies (MULTBS),2018,1
NGOLD,BS,Nonprofit and NGO Studies (BS),2018,9
NGOLD,BS,Nonprofit and NGO Studies (BS),2017,2
NNGO,BA,Nonprofit and NGO Studies (BA),2016,23
NNGO,BA,Nonprofit and NGO Studies (BA),2015,13
NNGO,BS,Nonprofit and NGO Studies (BS),2016,2
NNGO,BS,Nonprofit and NGO Studies (BS),2015,5
NURS,BS,Nursing (BS),2025,154
NURS,BS,Nursing (BS),2024,124
NURS,BS,Nursing (MULTBS),2023,1
NURS,BS,Nursing (BS),2023,152
NURS,BS,Nursing (BS),2022,166
NURS,BS,Nursing (MULTBS),2021,1
NURS,BS,Nursing (BS),2021,184
NURS,BS,Nursing (MULTBS),2020,1
NURS,BS,Nursing (BS),2020,158
NURS,BS,Nursing (BS),2019,136
NURS,BS,Nursing (BS),2018,161
NURS,BS,Public Health-Health Promotion (BS),2017,9
NURS,BS,Public Health-Environment and Health (BS),2017,3
NURS,BS,Public Health - Health Administration (BS),2017,15
NURS,BS,Public Health - Gen Public Health (BS),2017,6
NURS,BS,Nursing (BS),2017,191
NURS,BS,Public Health-Health Promotion (BS),2016,19
NURS,BS,Public Health-Environment and Health (BS),2016,7
NURS,BS,Public Health - Health Administration (BS),2016,22
NURS,BS,Public Health - Gen Public Health (BS),2016,33
NURS,BS,Nursing (BS),2016,219
NURS,BS,Public Health-Health Promotion (BS),2015,5
NURS,BS,Public Health-Environment and Health (BS),2015,4
NURS,BS,Public Health - Health Administration (BS),2015,37
NURS,BS,Public Health - Gen Public Health (BS),2015,35
NURS,BS,Nursing (BS),2015,213
NURS,BSED,Health Education (BSED),2016,4
NURS,BSED,Health Education (BSED),2015,4
NURS,DNP,Nursing Practice (DNP),2025,10
NURS,DNP,Nursing Practice (DNP),2024,4
NURS,DNP,Nursing Practice (DNP),2023,9
NURS,DNP,Nursing Practice (DNP),2022,6
NURS,DNP,Nursing Practice (DNP),2021,4
NURS,MAT,"Health Education, 6-12 and Middle School (MAT)",2017,1
NURS,MAT,"Health Education, 6-12 and Middle School (MAT)",2016,3
NURS,MAT,"Health Education, 6-12 and Middle School (MAT)",2015,2
NURS,MPH,Public Health - Health Services Management (MPH),2017,10
NURS,MPH,Public Health - Health Promotion (MPH),2017,8
NURS,MPH,Public Health - Health Services Management (MPH),2016,13
NURS,MPH,Public Health - Health Promotion (MPH),2016,5
NURS,MPH,Public Health - Health Services Management (MPH),2015,11
NURS,MPH,Public Health - Health Promotion (MPH),2015,12
NURS,MS,Family Nurse Practitioner (MS),2025,32
NURS,MS,Nursing Education (MS),2024,2
NURS,MS,Family Nurse Practitioner (MS),2024,33
NURS,MS,Nursing Education (MS),2023,1
NURS,MS,Family Nurse Practitioner (MS),2023,31
NURS,MS,Nursing Education (MS),2022,1
NURS,MS,Family Nurse Practitioner (MS),2022,32
NURS,MS,Nursing Education (MS),2021,3
NURS,MS,Family Nurse Practitioner (MS),2021,24
NURS,MS,Nursing Education (MS),2020,13
NURS,MS,Family Nurse Practitioner (MS),2020,18
NURS,MS,Nursing Education (MS),2019,4
NURS,MS,Family Nurse Practitioner (MS),2019,18
NURS,MS,Nursing Education (MS),2018,3
NURS,MS,Family Nurse Practitioner (MS),2018,34
NURS,MS,Adult-Gerontology Primary Care Nurse Practitioner (MS),2018,6
NURS,MS,Adult-Gerontology Clinical Nurse Specialist (MS),2018,1
NURS,MS,Nursing Education (MS),2017,7
NURS,MS,Family Nurse Practitioner (MS),2017,36
NURS,MS,Adult-Gerontology Primary Care Nurse Practitioner (MS),2017,8
NURS,MS,Adult-Gerontology Clinical Nurse Specialist (MS),2017,2
NURS,MS,Nursing Education (MS),2016,7
NURS,MS,Family Nurse Practitioner (MS),2016,48
NURS,MS,Adult-Gerontology Primary Care Nurse Practitioner (MS),2016,15
NURS,MS,Adult-Gerontology Clinical Nurse Specialist (MS),2016,1
NURS,MS,Nursing Education (MS),2015,11
NURS,MS,Family Nurse Practitioner (MS),2015,52
NURS,MS,Adult-Gerontology Primary Care Nurse Practitioner (MS),2015,14
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2020,1
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2019,1
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2018,2
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2017,1
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2016,4
NURS,MSTCH,"Health Education, 6-12 and Middle School (MSTCH)",2015,2
NURS,MULTBS,Nursing (MULTBS),2016,3
NURS,MULTBS,Nursing (MULTBS),2015,1
OMIS,BS,Operations & Information Management (BS),2025,39
OMIS,BS,Operations & Information Management (BS),2024,43
OMIS,BS,Operations & Information Management (BS),2023,55
OMIS,BS,Operations & Information Management (BS),2022,76
OMIS,BS,Operations & Information Management (BS),2021,100
OMIS,BS,Operations & Information Management (BS),2020,96
OMIS,BS,Operations & Information Management (BS),2019,102
OMIS,BS,Operations & Information Management (BS),2018,71
OMIS,BS,Operations & Information Management (BS),2017,69
OMIS,BS,Operations & Information Management (BS),2016,85
OMIS,BS,Operations & Information Management (BS),2015,83
OMIS,MS,Management and Information Systems (MS),2025,144
OMIS,MS,Data Analytics (MS),2025,48
OMIS,MS,Management and Information Systems (MS),2024,144
OMIS,MS,Data Analytics (MS),2024,40
OMIS,MS,Management and Information Systems (MS),2023,105
OMIS,MS,Data Analytics (MS),2023,63
OMIS,MS,Management and Information Systems (MS),2022,52
OMIS,MS,Data Analytics (MS),2022,73
OMIS,MS,Management and Information Systems (MS),2021,76
OMIS,MS,Data Analytics (MS),2021,28
OMIS,MS,Management and Information Systems (MS),2020,83
OMIS,MS,Data Analytics (MS),2020,8
OMIS,MS,Management and Information Systems (MS),2019,91
OMIS,MS,Management and Information Systems (MS),2018,112
OMIS,MS,Management and Information Systems (MS),2017,130
OMIS,MS,Management and Information Systems (MS),2016,109
OMIS,MS,Management and Information Systems (MS),2015,53
PHIL,BA,Philosophy (BA),2025,4
PHIL,BA,Philosophy (MULTBA),2024,2
PHIL,BA,Philosophy (BA),2024,4
PHIL,BA,Philosophy (BA),2023,3
PHIL,BA,Philosophy (MULTBA),2022,1
PHIL,BA,Philosophy (BA),2022,9
PHIL,BA,Philosophy (BA),2021,9
PHIL,BA,Philosophy (BA),2020,6
PHIL,BA,Philosophy (BA),2019,8
PHIL,BA,Philosophy (BA),2018,5
PHIL,BA,Philosophy (BA),2017,2
PHIL,BA,Philosophy (BA),2016,2
PHIL,BA,Philosophy (BA),2015,8
PHIL,BS,Philosophy (BS),2025,5
PHIL,BS,Philosophy (MULTBS),2024,1
PHIL,BS,Philosophy (BS),2023,4
PHIL,BS,Philosophy (BS),2022,2
PHIL,BS,Philosophy (BS),2021,5
PHIL,BS,Philosophy (MULTBS),2020,1
PHIL,BS,Philosophy (BS),2020,5
PHIL,BS,Philosophy (BS),2019,5
PHIL,BS,Philosophy (BS),2018,3
PHIL,BS,Philosophy (BS),2017,4
PHIL,BS,Philosophy (BS),2016,1
PHIL,BS,Philosophy (BS),2015,5
PHIL,MA,Philosophy (MA),2025,14
PHIL,MA,Philosophy (MA),2024,12
PHIL,MA,Philosophy (MA),2023,9
PHIL,MA,Philosophy (MA),2022,9
PHIL,MA,Philosophy (MA),2021,11
PHIL,MA,Philosophy (MA),2020,14
PHIL,MA,Philosophy (MA),2019,8
PHIL,MA,Philosophy (MA),2018,17
PHIL,MA,Philosophy (MA),2017,14
PHIL,MA,Philosophy (MA),2016,14
PHIL,MA,Philosophy (MA),2015,13
PHIL,MULTBA,Philosophy (MULTBA),2016,1
PHIL,MULTBS,Philosophy (MULTBS),2016,2
PHIL,MULTBS,Philosophy (MULTBS),2015,1
PHYS,BS,Physics - Secondary Teaching (BS),2025,1
PHYS,BS,Physics - Professional Physics (BS),2025,3
PHYS,BS,Physics - Applied Physics (BS),2025,1
PHYS,BS,Physics - Professional Physics (BS),2024,3
PHYS,BS,Physics - Applied Physics (BS),2024,6
PHYS,BS,Physics - Professional Physics (BS),2023,2
PHYS,BS,Physics - Applied Physics (BS),2023,3
PHYS,BS,Physics - Secondary Teaching (BS),2022,2
PHYS,BS,Physics - Professional Physics (BS),2022,2
PHYS,BS,Physics - Applied Physics (BS),2022,6
PHYS,BS,Physics - Professional Physics (BS),2021,1
PHYS,BS,Physics - Applied Physics (BS),2021,1
PHYS,BS,Physics - Secondary Teaching (BS),2020,1
PHYS,BS,Physics - Professional Physics (MULTBS),2020,1
PHYS,BS,Physics - Professional Physics (BS),2020,2
PHYS,BS,Physics - Applied Physics (BS),2020,1
PHYS,BS,Physics - Secondary Teaching (BS),2019,3
PHYS,BS,Physics - Professional Physics (BS),2019,1
PHYS,BS,Physics - Applied Physics (BS),2019,5
PHYS,BS,Physics - Secondary Teaching (BS),2018,3
PHYS,BS,Physics - Professional Physics (MULTBS),2018,1
PHYS,BS,Physics - Professional Physics (BS),2018,4
PHYS,BS,Physics - Applied Physics (BS),2018,9
PHYS,BS,Physics - Secondary Teaching (BS),2017,2
PHYS,BS,Physics - Professional Physics (BS),2017,7
PHYS,BS,Physics - Professional Physics (BS),2016,3
PHYS,BS,Physics - Applied Physics (BS),2016,2
PHYS,BS,Physics - Secondary Teaching (BS),2015,2
PHYS,BS,Physics - Professional Physics (BS),2015,11
PHYS,BS,Physics - Applied Physics (BS),2015,4
PHYS,MS,Physics - Professional Physics (MS),2025,1
PHYS,MS,Physics - Physics Teaching (MS),2025,1
PHYS,MS,Physics - Professional Physics (MS),2024,3
PHYS,MS,Physics - Interdisciplinary Physics (MS),2024,3
PHYS,MS,Physics - Professional Physics (MS),2023,5
PHYS,MS,Physics - Professional Physics (MS),2022,3
PHYS,MS,Physics - Interdisciplinary Physics (MS),2022,1
PHYS,MS,Physics - Professional Physics (MS),2021,2
PHYS,MS,Physics - Interdisciplinary Physics (MS),2021,3
PHYS,MS,Physics - Professional Physics (MS),2020,5
PHYS,MS,Physics - Physics Teaching (MS),2020,1
PHYS,MS,Physics - Interdisciplinary Physics (MS),2020,3
PHYS,MS,Physics - Professional Physics (MS),2019,3
PHYS,MS,Physics - Interdisciplinary Physics (MS),2019,1
PHYS,MS,Physics - Professional Physics (MS),2018,5
PHYS,MS,Physics - Interdisciplinary Physics (MS),2018,1
PHYS,MS,Physics - Professional Physics (MS),2017,5
PHYS,MS,Physics - Interdisciplinary Physics (MS),2017,1
PHYS,MS,Physics - Professional Physics (MS),2016,3
PHYS,MS,Physics - Physics Teaching (MS),2016,2
PHYS,MS,Physics - Interdisciplinary Physics (MS),2016,1
PHYS,MS,Physics - Professional Physics (MS),2015,4
PHYS,MS,Physics - Interdisciplinary Physics (MS),2015,2
PHYS,PHD,Physics (PHD),2025,3
PHYS,PHD,Physics (PHD),2024,6
PHYS,PHD,Physics (PHD),2023,9
PHYS,PHD,Physics (PHD),2022,6
PHYS,PHD,Physics (PHD),2021,2
PHYS,PHD,Physics (PHD),2020,4
PHYS,PHD,Physics (PHD),2019,6
PHYS,PHD,Nanoscience (PHD),2019,1
PHYS,PHD,Physics (PHD),2018,3
PHYS,PHD,Physics (PHD),2017,3
PHYS,PHD,Nanoscience (PHD),2017,1
PHYS,PHD,Physics (PHD),2016,3
PHYS,PHD,Physics (PHD),2015,5
POLS,BA,Political Science - Public Law (BA),2025,10
POLS,BA,Political Science - Public Administration & Service (BA),2025,2
POLS,BA,Political Science - Politics and Governance (BA),2025,43
POLS,BA,Political Science - International Politics (BA),2025,10
POLS,BA,Political Science - Public Law (BA),2024,11
POLS,BA,Political Science - Public Administration & Service (BA),2024,2
POLS,BA,Political Science - Politics and Governance (BA),2024,21
POLS,BA,Political Science - International Politics (BA),2024,11
POLS,BA,Political Science - Public Law (BA),2023,11
POLS,BA,Political Science - Public Administration & Service (BA),2023,4
POLS,BA,Political Science - Politics and Governance (MULTBA),2023,1
POLS,BA,Political Science - Politics and Governance (BA),2023,25
POLS,BA,Political Science - International Politics (BA),2023,12
POLS,BA,Political Science - Public Law (BA),2022,18
POLS,BA,Political Science - Public Administration & Service (BA),2022,1
POLS,BA,Political Science - Politics and Governance (BA),2022,22
POLS,BA,Political Science - International Politics (BA),2022,12
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2021,1
POLS,BA,Political Science - Public Law (BA),2021,17
POLS,BA,Political Science - Public Administration & Service (BA),2021,4
POLS,BA,Political Science - Politics and Governance (BA),2021,25
POLS,BA,Political Science - International Politics (BA),2021,8
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2020,1
POLS,BA,Political Science - Public Law (BA),2020,18
POLS,BA,Political Science - Public Administration & Service (BA),2020,6
POLS,BA,Political Science - Politics and Governance (BA),2020,36
POLS,BA,Political Science - International Politics (BA),2020,8
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2019,1
POLS,BA,Political Science - Public Law (BA),2019,14
POLS,BA,Political Science - Public Administration & Service (BA),2019,4
POLS,BA,Political Science - Politics and Governance (MULTBA),2019,2
POLS,BA,Political Science - Politics and Governance (BA),2019,22
POLS,BA,Political Science - International Politics (BA),2019,12
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2018,1
POLS,BA,Political Science - Public Law (BA),2018,19
POLS,BA,Political Science - Public Administration & Service (BA),2018,12
POLS,BA,Political Science - Politics and Governance (BA),2018,21
POLS,BA,Political Science - International Politics (BA),2018,12
POLS,BA,Political Science - Public Law (BA),2017,16
POLS,BA,Political Science - Public Administration & Service (BA),2017,5
POLS,BA,Political Science - Politics and Governance (BA),2017,28
POLS,BA,Political Science - International Politics (MULTBA),2017,1
POLS,BA,Political Science - International Politics (BA),2017,18
POLS,BA,Political Science - Public Law (BA),2016,24
POLS,BA,Political Science - Public Administration & Service (BA),2016,14
POLS,BA,Political Science - Politics and Governance (BA),2016,30
POLS,BA,Political Science - International Politics (BA),2016,12
POLS,BA,Political Science - Public Law (BA),2015,21
POLS,BA,Political Science - Public Administration & Service (BA),2015,12
POLS,BA,Political Science - Politics and Governance (BA),2015,28
POLS,BA,Political Science - International Politics (BA),2015,27
POLS,BS,Political Science - Public Law (BS),2025,4
POLS,BS,Political Science - Politics and Governance (BS),2025,5
POLS,BS,Political Science - International Politics (BS),2025,2
POLS,BS,Political Science - Public Law (BS),2024,2
POLS,BS,Political Science - Public Administration and Service (BS),2024,1
POLS,BS,Political Science - Politics and Governance (BS),2024,5
POLS,BS,Political Science - Public Administration and Service (BS),2023,3
POLS,BS,Political Science - Politics and Governance (BS),2023,5
POLS,BS,Political Science - International Politics (BS),2023,2
POLS,BS,Political Science - Public Law (MULTBS),2022,1
POLS,BS,Political Science - Public Law (BS),2022,4
POLS,BS,Political Science - Public Administration and Service (BS),2022,1
POLS,BS,Political Science - Politics and Governance (BS),2022,6
POLS,BS,Political Science - International Politics (BS),2022,2
POLS,BS,Political Science - Public Law (BS),2021,2
POLS,BS,Political Science - Public Administration and Service (BS),2021,1
POLS,BS,Political Science - Politics and Governance (BS),2021,7
POLS,BS,Political Science - International Politics (BS),2021,2
POLS,BS,Political Science - Public Law (BS),2020,5
POLS,BS,Political Science - Public Administration and Service (BS),2020,2
POLS,BS,Political Science - Politics and Governance (BS),2020,10
POLS,BS,Political Science - International Politics (BS),2020,1
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2019,1
POLS,BS,Political Science - Public Law (BS),2019,4
POLS,BS,Political Science - Public Administration and Service (BS),2019,1
POLS,BS,Political Science - Politics and Governance (BS),2019,8
POLS,BS,Political Science - International Politics (BS),2019,4
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2018,1
POLS,BS,Political Science - Public Law (BS),2018,5
POLS,BS,Political Science - Public Administration and Service (BS),2018,6
POLS,BS,Political Science - Politics and Governance (BS),2018,9
POLS,BS,Political Science - International Politics (BS),2018,3
POLS,BS,Political Science - Public Law (BS),2017,7
POLS,BS,Political Science - Public Administration and Service (BS),2017,1
POLS,BS,Political Science - Politics and Governance (BS),2017,6
POLS,BS,Political Science - International Politics (BS),2017,4
POLS,BS,Political Science - Public Law (BS),2016,10
POLS,BS,Political Science - Public Administration and Service (BS),2016,4
POLS,BS,Political Science - Politics and Governance (BS),2016,8
POLS,BS,Political Science - International Politics (BS),2016,4
POLS,BS,Political Science - Public Law (BS),2015,10
POLS,BS,Political Science - Public Administration and Service (BS),2015,4
POLS,BS,Political Science - Politics and Governance (BS),2015,6
POLS,BS,Political Science - International Politics (BS),2015,5
POLS,MA,Political Science (MA),2025,5
POLS,MA,Political Science (MA),2024,7
POLS,MA,Political Science (MA),2023,7
POLS,MA,Political Science (MA),2022,5
POLS,MA,Political Science (MA),2021,5
POLS,MA,Political Science (MA),2020,2
POLS,MA,Political Science (MA),2019,6
POLS,MA,Political Science (MA),2018,2
POLS,MA,Political Science (MA),2017,3
POLS,MA,Political Science (MA),2016,10
POLS,MA,Political Science (MA),2015,9
POLS,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2016,2
POLS,MPA,Public Administration-Public Financial Management (MPA),2016,1
POLS,MPA,Public Administration-Local Government Management (MPA),2016,1
POLS,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2015,10
POLS,MPA,Public Administration-Public Financial Management (MPA),2015,5
POLS,MPA,Public Administration-Nonprofit Management (MPA),2015,7
POLS,MPA,Public Administration-Local Government Management (MPA),2015,12
POLS,PHD,Political Science (PHD),2025,3
POLS,PHD,Political Science (PHD),2024,2
POLS,PHD,Political Science (PHD),2023,2
POLS,PHD,Political Science (PHD),2022,2
POLS,PHD,Political Science (PHD),2021,3
POLS,PHD,Political Science (PHD),2020,2
POLS,PHD,Political Science (PHD),2019,5
POLS,PHD,Political Science (PHD),2018,7
POLS,PHD,Political Science (PHD),2017,5
POLS,PHD,Political Science (PHD),2016,6
POLS,PHD,Political Science (PHD),2015,5
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2025,10
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2025,1
PSPA,MPA,Public Administration-Local Government Management (MPA),2025,12
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2024,5
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2024,2
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2024,5
PSPA,MPA,Public Administration-Local Government Management (MPA),2024,19
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2023,4
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2023,2
PSPA,MPA,Public Administration-Local Government Management (MPA),2023,26
PSPA,MPA,Public Administration-Comparative Public Service (MPA),2023,1
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2022,1
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2022,2
PSPA,MPA,Public Administration-Public Financial Management (MPA),2022,1
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2022,5
PSPA,MPA,Public Administration-Local Government Management (MPA),2022,23
PSPA,MPA,Public Administration-Comparative Public Service (MPA),2022,1
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2021,5
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2021,1
PSPA,MPA,Public Administration-Public Financial Management (MPA),2021,3
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2021,2
PSPA,MPA,Public Administration-Local Government Management (MPA),2021,24
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2020,4
PSPA,MPA,Public Administration-Public Financial Management (MPA),2020,2
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2020,6
PSPA,MPA,Public Administration-Local Government Management (MPA),2020,20
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2019,9
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2019,3
PSPA,MPA,Public Administration-Public Financial Management (MPA),2019,9
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2019,3
PSPA,MPA,Public Administration-Local Government Management (MPA),2019,21
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2018,8
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2018,1
PSPA,MPA,Public Administration-Public Financial Management (MPA),2018,1
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2018,2
PSPA,MPA,Public Administration-Local Government Management (MPA),2018,20
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2017,12
PSPA,MPA,Public Administration-Public Financial Management (MPA),2017,5
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2017,3
PSPA,MPA,Public Administration-Local Government Management (MPA),2017,22
PSPA,MPA,Public Administration-Comparative Public Service (MPA),2017,2
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2016,7
PSPA,MPA,Public Administration-Public Financial Management (MPA),2016,2
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2016,4
PSPA,MPA,Public Administration-Local Government Management (MPA),2016,7
PSYC,BA,Psychology (MULTBA),2025,2
PSYC,BA,Psychology (BA),2025,136
PSYC,BA,Psychology (MULTBA),2024,2
PSYC,BA,Psychology (BA),2024,136
PSYC,BA,Psychology (BA),2023,137
PSYC,BA,Psychology (MULTBA),2022,2
PSYC,BA,Psychology (BA),2022,124
PSYC,BA,Psychology (MULTBA),2021,2
PSYC,BA,Psychology (BA),2021,125
PSYC,BA,Psychology (MULTBA),2020,4
PSYC,BA,Psychology (BA),2020,131
PSYC,BA,Psychology (MULTBA),2019,4
PSYC,BA,Psychology (BA),2019,115
PSYC,BA,Psychology (MULTBA),2018,2
PSYC,BA,Psychology (BA),2018,131
PSYC,BA,Psychology (MULTBA),2017,2
PSYC,BA,Psychology (BA),2017,140
PSYC,BA,Psychology (BA),2016,150
PSYC,BA,Psychology (BA),2015,153
PSYC,BS,Psychology (MULTBS),2025,5
PSYC,BS,Psychology (BS),2025,102
PSYC,BS,Psychology (MULTBS),2024,3
PSYC,BS,Psychology (BS),2024,73
PSYC,BS,Psychology (MULTBS),2023,1
PSYC,BS,Psychology (BS),2023,73
PSYC,BS,Psychology (MULTBS),2022,7
PSYC,BS,Psychology (BS),2022,60
PSYC,BS,Psychology (MULTBS),2021,3
PSYC,BS,Psychology (BS),2021,59
PSYC,BS,Psychology (MULTBS),2020,2
PSYC,BS,Psychology (BS),2020,51
PSYC,BS,Psychology (MULTBS),2019,4
PSYC,BS,Psychology (BS),2019,64
PSYC,BS,Psychology (MULTBS),2018,2
PSYC,BS,Psychology (BS),2018,67
PSYC,BS,Psychology (BS),2017,74
PSYC,BS,Psychology (BS),2016,48
PSYC,BS,Psychology (BS),2015,54
PSYC,MA,Psychology (MA),2025,27
PSYC,MA,Psychology (MA),2024,15
PSYC,MA,Psychology (MA),2023,9
PSYC,MA,Psychology (MA),2022,13
PSYC,MA,Psychology (MA),2021,22
PSYC,MA,Psychology (MA),2020,17
PSYC,MA,Psychology (MA),2019,17
PSYC,MA,Psychology (MA),2018,18
PSYC,MA,Psychology (MA),2017,14
PSYC,MA,Psychology (MA),2016,17
PSYC,MA,Psychology (MA),2015,23
PSYC,MULTBA,Psychology (MULTBA),2016,1
PSYC,MULTBA,Psychology (MULTBA),2015,1
PSYC,MULTBS,Psychology (MULTBS),2015,5
PSYC,PHD,Psychology (PHD),2025,13
PSYC,PHD,Psychology (PHD),2024,17
PSYC,PHD,Psychology (PHD),2023,12
PSYC,PHD,Psychology (PHD),2022,15
PSYC,PHD,Psychology (PHD),2021,14
PSYC,PHD,Psychology (PHD),2020,10
PSYC,PHD,Psychology (PHD),2019,18
PSYC,PHD,Psychology (PHD),2018,18
PSYC,PHD,Psychology (PHD),2017,23
PSYC,PHD,Psychology (PHD),2016,12
PSYC,PHD,Psychology (PHD),2015,18
PSYC,SSP,School Psychology (SSP),2025,3
PSYC,SSP,School Psychology (SSP),2024,2
PSYC,SSP,School Psychology (SSP),2023,2
PSYC,SSP,School Psychology (SSP),2022,4
PSYC,SSP,School Psychology (SSP),2021,4
SOCI,BA,Sociology: General Sociology (BA),2025,17
SOCI,BA,Sociology: Criminology (BA),2025,28
SOCI,BA,Sociology (BA),2025,3
SOCI,BA,Sociology: General Sociology (BA),2024,13
SOCI,BA,Sociology: Criminology (BA),2024,11
SOCI,BA,Sociology (MULTBA),2024,1
SOCI,BA,Sociology (BA),2024,12
SOCI,BA,Sociology: General Sociology (BA),2023,5
SOCI,BA,Sociology: Criminology (BA),2023,8
SOCI,BA,Sociology (BA),2023,22
SOCI,BA,Sociology: General Sociology (BA),2022,1
SOCI,BA,Sociology: Criminology (BA),2022,2
SOCI,BA,Sociology (BA),2022,36
SOCI,BA,Sociology (BA),2021,59
SOCI,BA,Sociology (MULTBA),2020,1
SOCI,BA,Sociology (BA),2020,64
SOCI,BA,Sociology (MULTBA),2019,1
SOCI,BA,Sociology (BA),2019,58
SOCI,BA,Sociology (MULTBA),2018,1
SOCI,BA,Sociology (BA),2018,61
